ID=STRG.10002.3.exon3;Parent=STRG.10002.3
ID=STRG.2380.1.exon2;Parent=STRG.2380.1
ID=STRG.2393.1.exon1;Parent=STRG.2393.1
ID=STRG.2393.1.exon2;Parent=STRG.2393.1
ID=STRG.2395.1.exon1;Parent=STRG.2395.1
ID=STRG.2409.1.exon2;Parent=STRG.2409.1
ID=STRG.2474.1.exon2;Parent=STRG.2474.1
ID=STRG.2477.2.exon1;Parent=STRG.2477.2
ID=STRG.2483.1.exon12;Parent=STRG.2483.1
ID=STRG.2492.1.exon1;Parent=STRG.2492.1
ID=STRG.2494.2.exon3;Parent=STRG.2494.2
ID=STRG.2514.1.exon4;Parent=STRG.2514.1
ID=STRG.2518.1.exon6;Parent=STRG.2518.1
ID=STRG.2526.1.exon7;Parent=STRG.2526.1
ID=STRG.2531.3.exon1;Parent=STRG.2531.3
ID=STRG.2540.1.exon5;Parent=STRG.2540.1
ID=STRG.256.2.exon8;Parent=STRG.256.2
ID=STRG.2583.1.exon12;Parent=STRG.2583.1
ID=STRG.2586.1.exon2;Parent=STRG.2586.1
ID=STRG.2587.2.exon3;Parent=STRG.2587.2
ID=STRG.2589.1.exon1;Parent=STRG.2589.1
ID=STRG.2589.1.exon3;Parent=STRG.2589.1
ID=STRG.2601.1.exon1;Parent=STRG.2601.1
ID=STRG.2605.1.exon4;Parent=STRG.2605.1
ID=STRG.2609.1.exon4;Parent=STRG.2609.1
ID=STRG.261.1.exon5;Parent=STRG.261.1
ID=STRG.2610.1.exon1;Parent=STRG.2610.1
ID=STRG.2610.1.exon4;Parent=STRG.2610.1
ID=STRG.2613.1.exon4;Parent=STRG.2613.1
ID=STRG.2613.1.exon6;Parent=STRG.2613.1
ID=STRG.2614.1.exon2;Parent=STRG.2614.1
ID=STRG.2617.1.exon1;Parent=STRG.2617.1
ID=STRG.2617.1.exon2;Parent=STRG.2617.1
ID=STRG.2618.1.exon12;Parent=STRG.2618.1
ID=STRG.2630.1.exon1;Parent=STRG.2630.1
ID=STRG.2631.2.exon3;Parent=STRG.2631.2
ID=STRG.2631.2.exon21;Parent=STRG.2631.2
ID=STRG.2632.1.exon2;Parent=STRG.2632.1
ID=STRG.2632.1.exon6;Parent=STRG.2632.1
ID=STRG.2632.1.exon9;Parent=STRG.2632.1
ID=STRG.2632.1.exon10;Parent=STRG.2632.1
ID=STRG.2638.3.exon5;Parent=STRG.2638.3
ID=STRG.2643.2.exon3;Parent=STRG.2643.2
ID=STRG.2643.2.exon8;Parent=STRG.2643.2
ID=STRG.265.1.exon16;Parent=STRG.265.1
ID=STRG.2658.2.exon1;Parent=STRG.2658.2
ID=STRG.2658.2.exon4;Parent=STRG.2658.2
ID=STRG.2660.2.exon5;Parent=STRG.2660.2
ID=STRG.2660.2.exon7;Parent=STRG.2660.2
ID=STRG.2660.2.exon8;Parent=STRG.2660.2
ID=STRG.2662.1.exon5;Parent=STRG.2662.1
ID=STRG.2668.1.exon13;Parent=STRG.2668.1
ID=STRG.2669.1.exon6;Parent=STRG.2669.1
ID=STRG.2683.1.exon5;Parent=STRG.2683.1
ID=STRG.2693.1.exon8;Parent=STRG.2693.1
ID=STRG.2697.1.exon1;Parent=STRG.2697.1
ID=STRG.2698.1.exon1;Parent=STRG.2698.1
ID=STRG.2707.2.exon2;Parent=STRG.2707.2
ID=STRG.2721.1.exon2;Parent=STRG.2721.1
ID=STRG.2746.1.exon13;Parent=STRG.2746.1
ID=STRG.275.1.exon10;Parent=STRG.275.1
ID=STRG.275.1.exon11;Parent=STRG.275.1
ID=STRG.275.1.exon12;Parent=STRG.275.1
ID=STRG.2757.1.exon4;Parent=STRG.2757.1
ID=STRG.2759.1.exon5;Parent=STRG.2759.1
ID=STRG.2773.1.exon1;Parent=STRG.2773.1
ID=STRG.2773.1.exon10;Parent=STRG.2773.1
ID=STRG.2801.1.exon1;Parent=STRG.2801.1
ID=STRG.2801.1.exon2;Parent=STRG.2801.1
ID=STRG.2801.1.exon3;Parent=STRG.2801.1
ID=STRG.2801.1.exon4;Parent=STRG.2801.1
ID=STRG.2801.1.exon5;Parent=STRG.2801.1
ID=STRG.2801.1.exon6;Parent=STRG.2801.1
ID=STRG.2802.1.exon12;Parent=STRG.2802.1
ID=STRG.2803.1.exon1;Parent=STRG.2803.1
ID=STRG.2814.1.exon4;Parent=STRG.2814.1
ID=STRG.2847.1.exon16;Parent=STRG.2847.1
ID=STRG.286.1.exon7;Parent=STRG.286.1
ID=STRG.287.1.exon6;Parent=STRG.287.1
ID=STRG.2903.1.exon1;Parent=STRG.2903.1
ID=STRG.2903.1.exon4;Parent=STRG.2903.1
ID=STRG.2904.1.exon3;Parent=STRG.2904.1
ID=STRG.2911.3.exon5;Parent=STRG.2911.3
ID=STRG.292.1.exon4;Parent=STRG.292.1
ID=STRG.2932.1.exon1;Parent=STRG.2932.1
ID=STRG.2933.1.exon1;Parent=STRG.2933.1
ID=STRG.2938.2.exon4;Parent=STRG.2938.2
ID=STRG.2940.1.exon5;Parent=STRG.2940.1
ID=STRG.2943.1.exon1;Parent=STRG.2943.1
ID=STRG.2949.1.exon8;Parent=STRG.2949.1
ID=STRG.296.1.exon1;Parent=STRG.296.1
ID=STRG.296.1.exon2;Parent=STRG.296.1
ID=STRG.2976.1.exon4;Parent=STRG.2976.1
ID=STRG.2978.1.exon4;Parent=STRG.2978.1
ID=STRG.2979.1.exon5;Parent=STRG.2979.1
ID=STRG.2980.1.exon2;Parent=STRG.2980.1
ID=STRG.2992.1.exon6;Parent=STRG.2992.1
ID=STRG.302.1.exon8;Parent=STRG.302.1
ID=STRG.304.1.exon4;Parent=STRG.304.1
ID=STRG.305.1.exon5;Parent=STRG.305.1
ID=STRG.3084.1.exon1;Parent=STRG.3084.1
ID=STRG.3095.1.exon1;Parent=STRG.3095.1
ID=STRG.31.1.exon3;Parent=STRG.31.1
ID=STRG.3116.1.exon1;Parent=STRG.3116.1
ID=STRG.312.1.exon1;Parent=STRG.312.1
ID=STRG.3132.1.exon1;Parent=STRG.3132.1
ID=STRG.3132.1.exon2;Parent=STRG.3132.1
ID=STRG.3147.1.exon16;Parent=STRG.3147.1
ID=STRG.3151.1.exon1;Parent=STRG.3151.1
ID=STRG.3151.1.exon2;Parent=STRG.3151.1
ID=STRG.3151.1.exon3;Parent=STRG.3151.1
ID=STRG.3151.1.exon4;Parent=STRG.3151.1
ID=STRG.3151.1.exon5;Parent=STRG.3151.1
ID=STRG.3151.1.exon6;Parent=STRG.3151.1
ID=STRG.3151.1.exon7;Parent=STRG.3151.1
ID=STRG.3151.1.exon8;Parent=STRG.3151.1
ID=STRG.3151.1.exon9;Parent=STRG.3151.1
ID=STRG.3151.1.exon10;Parent=STRG.3151.1
ID=STRG.3151.1.exon11;Parent=STRG.3151.1
ID=STRG.3151.1.exon12;Parent=STRG.3151.1
ID=STRG.3151.1.exon13;Parent=STRG.3151.1
ID=STRG.3170.1.exon5;Parent=STRG.3170.1
ID=STRG.3187.1.exon7;Parent=STRG.3187.1
ID=STRG.32.3.exon1;Parent=STRG.32.3
ID=STRG.32.3.exon2;Parent=STRG.32.3
ID=STRG.32.3.exon3;Parent=STRG.32.3
ID=STRG.32.3.exon4;Parent=STRG.32.3
ID=STRG.3208.3.exon8;Parent=STRG.3208.3
ID=STRG.325.1.exon2;Parent=STRG.325.1
ID=STRG.3271.1.exon1;Parent=STRG.3271.1
ID=STRG.329.1.exon1;Parent=STRG.329.1
ID=STRG.347.2.exon12;Parent=STRG.347.2
ID=STRG.3476.8.exon1;Parent=STRG.3476.8
ID=STRG.348.1.exon5;Parent=STRG.348.1
ID=STRG.3499.1.exon1;Parent=STRG.3499.1
ID=STRG.3541.1.exon5;Parent=STRG.3541.1
ID=STRG.3547.1.exon1;Parent=STRG.3547.1
ID=STRG.3568.1.exon7;Parent=STRG.3568.1
ID=STRG.3579.2.exon1;Parent=STRG.3579.2
ID=STRG.366.2.exon5;Parent=STRG.366.2
ID=STRG.3688.1.exon8;Parent=STRG.3688.1
ID=STRG.3731.1.exon1;Parent=STRG.3731.1
ID=STRG.374.1.exon4;Parent=STRG.374.1
ID=STRG.3741.1.exon1;Parent=STRG.3741.1
ID=STRG.376.1.exon1;Parent=STRG.376.1
ID=STRG.376.1.exon16;Parent=STRG.376.1
ID=STRG.3818.1.exon7;Parent=STRG.3818.1
ID=STRG.382.2.exon10;Parent=STRG.382.2
ID=STRG.3832.1.exon7;Parent=STRG.3832.1
ID=STRG.3842.2.exon1;Parent=STRG.3842.2
ID=STRG.3851.3.exon27;Parent=STRG.3851.3
ID=STRG.386.1.exon3;Parent=STRG.386.1
ID=STRG.3883.1.exon3;Parent=STRG.3883.1
ID=STRG.39.1.exon1;Parent=STRG.39.1
ID=STRG.39.1.exon2;Parent=STRG.39.1
ID=STRG.39.1.exon3;Parent=STRG.39.1
ID=STRG.39.1.exon4;Parent=STRG.39.1
ID=STRG.39.1.exon5;Parent=STRG.39.1
ID=STRG.39.1.exon6;Parent=STRG.39.1
ID=STRG.39.1.exon7;Parent=STRG.39.1
ID=STRG.391.2.exon9;Parent=STRG.391.2
ID=STRG.3910.1.exon1;Parent=STRG.3910.1
ID=STRG.3914.2.exon1;Parent=STRG.3914.2
ID=STRG.3946.1.exon1;Parent=STRG.3946.1
ID=STRG.4030.1.exon10;Parent=STRG.4030.1
ID=STRG.404.1.exon1;Parent=STRG.404.1
ID=STRG.4045.1.exon1;Parent=STRG.4045.1
ID=STRG.4050.1.exon1;Parent=STRG.4050.1
ID=STRG.4050.1.exon2;Parent=STRG.4050.1
ID=STRG.4050.1.exon3;Parent=STRG.4050.1
ID=STRG.408.1.exon14;Parent=STRG.408.1
ID=STRG.41.3.exon2;Parent=STRG.41.3
ID=STRG.410.3.exon6;Parent=STRG.410.3
ID=STRG.4124.1.exon10;Parent=STRG.4124.1
ID=STRG.414.1.exon11;Parent=STRG.414.1
ID=STRG.4163.1.exon33;Parent=STRG.4163.1
ID=STRG.4169.1.exon7;Parent=STRG.4169.1
ID=STRG.417.1.exon5;Parent=STRG.417.1
ID=STRG.418.1.exon1;Parent=STRG.418.1
ID=STRG.4182.1.exon9;Parent=STRG.4182.1
ID=STRG.4188.3.exon6;Parent=STRG.4188.3
ID=STRG.4194.1.exon2;Parent=STRG.4194.1
ID=STRG.4194.1.exon3;Parent=STRG.4194.1
ID=STRG.4194.1.exon4;Parent=STRG.4194.1
ID=STRG.4194.1.exon5;Parent=STRG.4194.1
ID=STRG.4198.1.exon1;Parent=STRG.4198.1
ID=STRG.4198.1.exon2;Parent=STRG.4198.1
ID=STRG.4221.1.exon1;Parent=STRG.4221.1
ID=STRG.4221.1.exon4;Parent=STRG.4221.1
ID=STRG.4228.1.exon1;Parent=STRG.4228.1
ID=STRG.4281.1.exon1;Parent=STRG.4281.1
ID=STRG.4281.1.exon2;Parent=STRG.4281.1
ID=STRG.4286.1.exon1;Parent=STRG.4286.1
ID=STRG.43.2.exon6;Parent=STRG.43.2
ID=STRG.4303.1.exon1;Parent=STRG.4303.1
ID=STRG.4324.1.exon1;Parent=STRG.4324.1
ID=STRG.433.1.exon12;Parent=STRG.433.1
ID=STRG.4344.1.exon7;Parent=STRG.4344.1
ID=STRG.4354.1.exon1;Parent=STRG.4354.1
ID=STRG.4368.1.exon1;Parent=STRG.4368.1
ID=STRG.4371.2.exon1;Parent=STRG.4371.2
ID=STRG.4376.1.exon1;Parent=STRG.4376.1
ID=STRG.4383.1.exon5;Parent=STRG.4383.1
ID=STRG.4387.1.exon3;Parent=STRG.4387.1
ID=STRG.439.1.exon1;Parent=STRG.439.1
ID=STRG.4402.2.exon19;Parent=STRG.4402.2
ID=STRG.4408.1.exon1;Parent=STRG.4408.1
ID=STRG.4421.1.exon4;Parent=STRG.4421.1
ID=STRG.4426.1.exon4;Parent=STRG.4426.1
ID=STRG.444.1.exon1;Parent=STRG.444.1
ID=STRG.4446.1.exon1;Parent=STRG.4446.1
ID=STRG.4454.1.exon1;Parent=STRG.4454.1
ID=STRG.4465.1.exon14;Parent=STRG.4465.1
ID=STRG.4476.1.exon9;Parent=STRG.4476.1
ID=STRG.4481.2.exon3;Parent=STRG.4481.2
ID=STRG.4481.2.exon4;Parent=STRG.4481.2
ID=STRG.4487.2.exon1;Parent=STRG.4487.2
ID=STRG.4521.1.exon10;Parent=STRG.4521.1
ID=STRG.4531.2.exon7;Parent=STRG.4531.2
ID=STRG.4548.1.exon7;Parent=STRG.4548.1
ID=STRG.4551.1.exon8;Parent=STRG.4551.1
ID=STRG.4554.2.exon1;Parent=STRG.4554.2
ID=STRG.4554.2.exon6;Parent=STRG.4554.2
ID=STRG.4562.1.exon1;Parent=STRG.4562.1
ID=STRG.4564.1.exon9;Parent=STRG.4564.1
ID=STRG.4580.1.exon6;Parent=STRG.4580.1
ID=STRG.4585.1.exon5;Parent=STRG.4585.1
ID=STRG.4586.1.exon1;Parent=STRG.4586.1
ID=STRG.4593.1.exon1;Parent=STRG.4593.1
ID=STRG.4596.1.exon6;Parent=STRG.4596.1
ID=STRG.4601.1.exon5;Parent=STRG.4601.1
ID=STRG.4604.1.exon1;Parent=STRG.4604.1
ID=STRG.4608.1.exon9;Parent=STRG.4608.1
ID=STRG.4625.1.exon3;Parent=STRG.4625.1
ID=STRG.4631.1.exon8;Parent=STRG.4631.1
ID=STRG.4634.1.exon3;Parent=STRG.4634.1
ID=STRG.4641.1.exon3;Parent=STRG.4641.1
ID=STRG.4665.1.exon1;Parent=STRG.4665.1
ID=STRG.4694.1.exon3;Parent=STRG.4694.1
ID=STRG.4698.1.exon12;Parent=STRG.4698.1
ID=STRG.4711.1.exon6;Parent=STRG.4711.1
ID=STRG.4730.1.exon6;Parent=STRG.4730.1
ID=STRG.4732.1.exon7;Parent=STRG.4732.1
ID=STRG.4758.1.exon7;Parent=STRG.4758.1
ID=STRG.4782.3.exon1;Parent=STRG.4782.3
ID=STRG.479.1.exon6;Parent=STRG.479.1
ID=STRG.4796.5.exon8;Parent=STRG.4796.5
ID=STRG.480.1.exon5;Parent=STRG.480.1
ID=STRG.4814.1.exon3;Parent=STRG.4814.1
ID=STRG.4823.2.exon3;Parent=STRG.4823.2
ID=STRG.4823.2.exon4;Parent=STRG.4823.2
ID=STRG.4828.1.exon4;Parent=STRG.4828.1
ID=STRG.4846.1.exon2;Parent=STRG.4846.1
ID=STRG.4848.2.exon8;Parent=STRG.4848.2
ID=STRG.4857.3.exon1;Parent=STRG.4857.3
ID=STRG.4860.1.exon4;Parent=STRG.4860.1
ID=STRG.4870.1.exon5;Parent=STRG.4870.1
ID=STRG.4874.1.exon11;Parent=STRG.4874.1
ID=STRG.4874.1.exon18;Parent=STRG.4874.1
ID=STRG.4877.1.exon2;Parent=STRG.4877.1
ID=STRG.4893.3.exon2;Parent=STRG.4893.3
ID=STRG.4894.1.exon6;Parent=STRG.4894.1
ID=STRG.4898.5.exon4;Parent=STRG.4898.5
ID=STRG.4899.1.exon8;Parent=STRG.4899.1
ID=STRG.4906.1.exon1;Parent=STRG.4906.1
ID=STRG.4912.1.exon9;Parent=STRG.4912.1
ID=STRG.4918.1.exon9;Parent=STRG.4918.1
ID=STRG.4930.2.exon8;Parent=STRG.4930.2
ID=STRG.4931.2.exon1;Parent=STRG.4931.2
ID=STRG.4935.1.exon4;Parent=STRG.4935.1
ID=STRG.4950.2.exon8;Parent=STRG.4950.2
ID=STRG.4960.3.exon1;Parent=STRG.4960.3
ID=STRG.4980.2.exon8;Parent=STRG.4980.2
ID=STRG.4981.1.exon5;Parent=STRG.4981.1
ID=STRG.4991.1.exon3;Parent=STRG.4991.1
ID=STRG.4992.1.exon9;Parent=STRG.4992.1
ID=STRG.4994.2.exon1;Parent=STRG.4994.2
ID=STRG.4997.1.exon1;Parent=STRG.4997.1
ID=STRG.4997.1.exon22;Parent=STRG.4997.1
ID=STRG.50.1.exon5;Parent=STRG.50.1
ID=STRG.5012.1.exon11;Parent=STRG.5012.1
ID=STRG.5017.1.exon3;Parent=STRG.5017.1
ID=STRG.5019.1.exon8;Parent=STRG.5019.1
ID=STRG.5021.1.exon3;Parent=STRG.5021.1
ID=STRG.5029.1.exon2;Parent=STRG.5029.1
ID=STRG.5032.1.exon1;Parent=STRG.5032.1
ID=STRG.5044.1.exon3;Parent=STRG.5044.1
ID=STRG.5056.1.exon3;Parent=STRG.5056.1
ID=STRG.5058.1.exon3;Parent=STRG.5058.1
ID=STRG.5059.2.exon4;Parent=STRG.5059.2
ID=STRG.506.1.exon1;Parent=STRG.506.1
ID=STRG.5069.1.exon1;Parent=STRG.5069.1
ID=STRG.5073.3.exon1;Parent=STRG.5073.3
ID=STRG.5075.2.exon1;Parent=STRG.5075.2
ID=STRG.5083.1.exon11;Parent=STRG.5083.1
ID=STRG.5087.1.exon5;Parent=STRG.5087.1
ID=STRG.5088.1.exon6;Parent=STRG.5088.1
ID=STRG.5089.1.exon8;Parent=STRG.5089.1
ID=STRG.5106.1.exon7;Parent=STRG.5106.1
ID=STRG.5106.1.exon8;Parent=STRG.5106.1
ID=STRG.5107.1.exon13;Parent=STRG.5107.1
ID=STRG.5118.1.exon4;Parent=STRG.5118.1
ID=STRG.5119.1.exon3;Parent=STRG.5119.1
ID=STRG.5122.1.exon2;Parent=STRG.5122.1
ID=STRG.5123.1.exon4;Parent=STRG.5123.1
ID=STRG.5126.1.exon3;Parent=STRG.5126.1
ID=STRG.5130.1.exon14;Parent=STRG.5130.1
ID=STRG.5133.1.exon1;Parent=STRG.5133.1
ID=STRG.5138.1.exon7;Parent=STRG.5138.1
ID=STRG.5139.1.exon5;Parent=STRG.5139.1
ID=STRG.5140.4.exon14;Parent=STRG.5140.4
ID=STRG.5142.1.exon3;Parent=STRG.5142.1
ID=STRG.5142.1.exon6;Parent=STRG.5142.1
ID=STRG.5143.4.exon5;Parent=STRG.5143.4
ID=STRG.5144.1.exon3;Parent=STRG.5144.1
ID=STRG.5144.1.exon9;Parent=STRG.5144.1
ID=STRG.5145.1.exon1;Parent=STRG.5145.1
ID=STRG.5146.2.exon7;Parent=STRG.5146.2
ID=STRG.5158.1.exon3;Parent=STRG.5158.1
ID=STRG.5166.1.exon10;Parent=STRG.5166.1
ID=STRG.5167.1.exon3;Parent=STRG.5167.1
ID=STRG.5173.2.exon1;Parent=STRG.5173.2
ID=STRG.518.2.exon1;Parent=STRG.518.2
ID=STRG.5192.1.exon1;Parent=STRG.5192.1
ID=STRG.5194.2.exon1;Parent=STRG.5194.2
ID=STRG.5201.1.exon1;Parent=STRG.5201.1
ID=STRG.5202.1.exon1;Parent=STRG.5202.1
ID=STRG.5203.1.exon7;Parent=STRG.5203.1
ID=STRG.5204.1.exon5;Parent=STRG.5204.1
ID=STRG.5208.1.exon9;Parent=STRG.5208.1
ID=STRG.5218.1.exon6;Parent=STRG.5218.1
ID=STRG.5219.1.exon14;Parent=STRG.5219.1
ID=STRG.5230.1.exon4;Parent=STRG.5230.1
ID=STRG.5231.3.exon1;Parent=STRG.5231.3
ID=STRG.5231.3.exon4;Parent=STRG.5231.3
ID=STRG.5233.2.exon2;Parent=STRG.5233.2
ID=STRG.5240.2.exon8;Parent=STRG.5240.2
ID=STRG.5245.1.exon11;Parent=STRG.5245.1
ID=STRG.5247.1.exon20;Parent=STRG.5247.1
ID=STRG.5249.1.exon11;Parent=STRG.5249.1
ID=STRG.525.2.exon6;Parent=STRG.525.2
ID=STRG.5260.4.exon5;Parent=STRG.5260.4
ID=STRG.5266.3.exon2;Parent=STRG.5266.3
ID=STRG.5266.3.exon6;Parent=STRG.5266.3
ID=STRG.5272.1.exon6;Parent=STRG.5272.1
ID=STRG.5273.1.exon5;Parent=STRG.5273.1
ID=STRG.5281.1.exon1;Parent=STRG.5281.1
ID=STRG.5282.1.exon11;Parent=STRG.5282.1
ID=STRG.5288.1.exon4;Parent=STRG.5288.1
ID=STRG.5290.1.exon11;Parent=STRG.5290.1
ID=STRG.5301.1.exon2;Parent=STRG.5301.1
ID=STRG.5301.1.exon10;Parent=STRG.5301.1
ID=STRG.5306.1.exon1;Parent=STRG.5306.1
ID=STRG.5306.1.exon2;Parent=STRG.5306.1
ID=STRG.5306.1.exon3;Parent=STRG.5306.1
ID=STRG.5306.1.exon4;Parent=STRG.5306.1
ID=STRG.5306.1.exon5;Parent=STRG.5306.1
ID=STRG.5306.1.exon6;Parent=STRG.5306.1
ID=STRG.5306.1.exon7;Parent=STRG.5306.1
ID=STRG.5306.1.exon8;Parent=STRG.5306.1
ID=STRG.5306.1.exon9;Parent=STRG.5306.1
ID=STRG.5306.1.exon10;Parent=STRG.5306.1
ID=STRG.5306.1.exon11;Parent=STRG.5306.1
ID=STRG.5318.1.exon6;Parent=STRG.5318.1
ID=STRG.5320.1.exon3;Parent=STRG.5320.1
ID=STRG.5324.1.exon6;Parent=STRG.5324.1
ID=STRG.5337.1.exon17;Parent=STRG.5337.1
ID=STRG.5338.1.exon6;Parent=STRG.5338.1
ID=STRG.5339.1.exon5;Parent=STRG.5339.1
ID=STRG.5342.3.exon1;Parent=STRG.5342.3
ID=STRG.5343.1.exon1;Parent=STRG.5343.1
ID=STRG.5362.1.exon8;Parent=STRG.5362.1
ID=STRG.5367.1.exon5;Parent=STRG.5367.1
ID=STRG.54.1.exon6;Parent=STRG.54.1
ID=STRG.5429.1.exon1;Parent=STRG.5429.1
ID=STRG.5438.1.exon1;Parent=STRG.5438.1
ID=STRG.5446.1.exon1;Parent=STRG.5446.1
ID=STRG.5451.1.exon1;Parent=STRG.5451.1
ID=STRG.5453.2.exon1;Parent=STRG.5453.2
ID=STRG.5453.2.exon4;Parent=STRG.5453.2
ID=STRG.5495.1.exon1;Parent=STRG.5495.1
ID=STRG.5496.1.exon8;Parent=STRG.5496.1
ID=STRG.5498.1.exon1;Parent=STRG.5498.1
ID=STRG.5498.1.exon10;Parent=STRG.5498.1
ID=STRG.55.2.exon2;Parent=STRG.55.2
ID=STRG.55.2.exon5;Parent=STRG.55.2
ID=STRG.5503.1.exon15;Parent=STRG.5503.1
ID=STRG.5527.1.exon5;Parent=STRG.5527.1
ID=STRG.5550.1.exon4;Parent=STRG.5550.1
ID=STRG.5624.1.exon1;Parent=STRG.5624.1
ID=STRG.5634.1.exon1;Parent=STRG.5634.1
ID=STRG.564.2.exon1;Parent=STRG.564.2
ID=STRG.5647.2.exon8;Parent=STRG.5647.2
ID=STRG.565.1.exon11;Parent=STRG.565.1
ID=STRG.5668.1.exon1;Parent=STRG.5668.1
ID=STRG.5699.2.exon23;Parent=STRG.5699.2
ID=STRG.5701.1.exon5;Parent=STRG.5701.1
ID=STRG.5708.1.exon14;Parent=STRG.5708.1
ID=STRG.5716.1.exon1;Parent=STRG.5716.1
ID=STRG.573.1.exon6;Parent=STRG.573.1
ID=STRG.5757.2.exon1;Parent=STRG.5757.2
ID=STRG.579.1.exon3;Parent=STRG.579.1
ID=STRG.581.2.exon4;Parent=STRG.581.2
ID=STRG.5862.1.exon4;Parent=STRG.5862.1
ID=STRG.5885.4.exon1;Parent=STRG.5885.4
ID=STRG.5893.2.exon4;Parent=STRG.5893.2
ID=STRG.5896.1.exon2;Parent=STRG.5896.1
ID=STRG.5896.1.exon3;Parent=STRG.5896.1
ID=STRG.5950.1.exon10;Parent=STRG.5950.1
ID=STRG.5956.1.exon1;Parent=STRG.5956.1
ID=STRG.6010.2.exon6;Parent=STRG.6010.2
ID=STRG.6052.1.exon4;Parent=STRG.6052.1
ID=STRG.6066.1.exon25;Parent=STRG.6066.1
ID=STRG.6067.1.exon5;Parent=STRG.6067.1
ID=STRG.6075.1.exon3;Parent=STRG.6075.1
ID=STRG.6134.1.exon1;Parent=STRG.6134.1
ID=STRG.6147.1.exon11;Parent=STRG.6147.1
ID=STRG.6160.2.exon17;Parent=STRG.6160.2
ID=STRG.6171.1.exon2;Parent=STRG.6171.1
ID=STRG.6196.4.exon11;Parent=STRG.6196.4
ID=STRG.6199.2.exon3;Parent=STRG.6199.2
ID=STRG.6229.1.exon3;Parent=STRG.6229.1
ID=STRG.6287.2.exon3;Parent=STRG.6287.2
ID=STRG.6291.1.exon5;Parent=STRG.6291.1
ID=STRG.6299.1.exon1;Parent=STRG.6299.1
ID=STRG.6299.1.exon2;Parent=STRG.6299.1
ID=STRG.6299.1.exon3;Parent=STRG.6299.1
ID=STRG.6299.1.exon4;Parent=STRG.6299.1
ID=STRG.6299.1.exon5;Parent=STRG.6299.1
ID=STRG.6313.1.exon1;Parent=STRG.6313.1
ID=STRG.6316.1.exon1;Parent=STRG.6316.1
ID=STRG.6343.1.exon12;Parent=STRG.6343.1
ID=STRG.6360.1.exon1;Parent=STRG.6360.1
ID=STRG.6410.2.exon7;Parent=STRG.6410.2
ID=STRG.6415.1.exon2;Parent=STRG.6415.1
ID=STRG.6416.1.exon7;Parent=STRG.6416.1
ID=STRG.6420.1.exon6;Parent=STRG.6420.1
ID=STRG.6442.1.exon2;Parent=STRG.6442.1
ID=STRG.6446.1.exon2;Parent=STRG.6446.1
ID=STRG.6481.1.exon8;Parent=STRG.6481.1
ID=STRG.6494.1.exon1;Parent=STRG.6494.1
ID=STRG.6494.1.exon5;Parent=STRG.6494.1
ID=STRG.651.3.exon1;Parent=STRG.651.3
ID=STRG.6517.3.exon9;Parent=STRG.6517.3
ID=STRG.6519.1.exon9;Parent=STRG.6519.1
ID=STRG.6534.1.exon1;Parent=STRG.6534.1
ID=STRG.6534.1.exon2;Parent=STRG.6534.1
ID=STRG.6534.1.exon3;Parent=STRG.6534.1
ID=STRG.6534.1.exon4;Parent=STRG.6534.1
ID=STRG.6534.1.exon5;Parent=STRG.6534.1
ID=STRG.6534.1.exon6;Parent=STRG.6534.1
ID=STRG.6539.1.exon1;Parent=STRG.6539.1
ID=STRG.6540.1.exon1;Parent=STRG.6540.1
ID=STRG.6541.1.exon1;Parent=STRG.6541.1
ID=STRG.6557.1.exon1;Parent=STRG.6557.1
ID=STRG.6565.1.exon1;Parent=STRG.6565.1
ID=STRG.6570.2.exon12;Parent=STRG.6570.2
ID=STRG.6584.2.exon8;Parent=STRG.6584.2
ID=STRG.6585.1.exon5;Parent=STRG.6585.1
ID=STRG.6588.1.exon7;Parent=STRG.6588.1
ID=STRG.6598.1.exon16;Parent=STRG.6598.1
ID=STRG.6601.1.exon1;Parent=STRG.6601.1
ID=STRG.6603.2.exon1;Parent=STRG.6603.2
ID=STRG.6603.2.exon4;Parent=STRG.6603.2
ID=STRG.6633.1.exon1;Parent=STRG.6633.1
ID=STRG.6645.3.exon7;Parent=STRG.6645.3
ID=STRG.6651.1.exon11;Parent=STRG.6651.1
ID=STRG.6652.3.exon8;Parent=STRG.6652.3
ID=STRG.6653.1.exon2;Parent=STRG.6653.1
ID=STRG.6657.1.exon1;Parent=STRG.6657.1
ID=STRG.6668.1.exon6;Parent=STRG.6668.1
ID=STRG.667.1.exon15;Parent=STRG.667.1
ID=STRG.6680.1.exon1;Parent=STRG.6680.1
ID=STRG.6687.2.exon1;Parent=STRG.6687.2
ID=STRG.6687.2.exon7;Parent=STRG.6687.2
ID=STRG.6694.1.exon19;Parent=STRG.6694.1
ID=STRG.6697.1.exon3;Parent=STRG.6697.1
ID=STRG.6701.1.exon16;Parent=STRG.6701.1
ID=STRG.6710.1.exon1;Parent=STRG.6710.1
ID=STRG.6717.1.exon7;Parent=STRG.6717.1
ID=STRG.6737.1.exon8;Parent=STRG.6737.1
ID=STRG.6739.1.exon2;Parent=STRG.6739.1
ID=STRG.6747.1.exon1;Parent=STRG.6747.1
ID=STRG.6750.1.exon7;Parent=STRG.6750.1
ID=STRG.6762.1.exon3;Parent=STRG.6762.1
ID=STRG.6775.3.exon14;Parent=STRG.6775.3
ID=STRG.6776.1.exon4;Parent=STRG.6776.1
